Unnamed: 0,ucdp_name,ucdp_dset_id,year,modeledarticles,countT1,countT2,propT1,propT2,propdiff,propdif.L1,propdif.L2,delta1,delta1.5,delta2,delta1_L2,gap25,gap50,counter,frexWords,side_b_dset_id,region
1026,MQM,354,1997,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"r,dead,detain,forc,headquart,india,mqm,one,pak,raid",354,Asia
1027,MQM,354,2015,1,0,1,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"dead,detain,forc,headquart,india,mqm,one,pak,raid,sever",354,Asia
1028,MQM,354,1996,16,16,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"r,dead,detain,forc,headquart,india,mqm,one,pak,raid",354,Asia
1029,MQM,354,1990,1,1,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"r,dead,detain,forc,headquart,india,mqm,one,pak,raid",354,Asia
1030,MQM,354,1998,3,3,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"r,dead,detain,forc,headquart,india,mqm,one,pak,raid",354,Asia
1031,TTP,356,2010,675,0,675,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1032,TTP,356,2007,35,35,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"islamabad,karachi,r,sep,dawn,lahor,m,sa,sgeo,jun",356,Asia
1033,TTP,356,2009,620,620,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"islamabad,karachi,r,sep,dawn,lahor,m,sa,sgeo,jun",356,Asia
1034,TTP,356,2014,293,0,293,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,4,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1035,TTP,356,2015,206,0,206,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,5,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1036,TTP,356,2011,310,0,310,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,1,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1037,TTP,356,2013,205,0,205,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,3,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1038,TTP,356,2012,356,0,356,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,2,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1039,TTP,356,2019,51,0,51,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,9,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1040,TTP,356,2016,96,0,96,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,6,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1041,TTP,356,2008,378,378,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"islamabad,karachi,r,sep,dawn,lahor,m,sa,sgeo,jun",356,Asia
1042,TTP,356,2017,81,0,81,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,7,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1043,TTP,356,2020,64,0,64,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,10,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1044,TTP,356,2018,41,0,41,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,8,"kill,milit,tribal,area,india,trust,asia,attack,forc,secur",356,Asia
1045,UCK,357,1998,154,96,58,0.62,0.38,-0.24,0.1,0.76,0,0,0,0,1,1,0,"albanian,rebel,tirana,soldier,clash,policemen,polic,border,policeman,b",357,Europe
1046,UCK,357,1996,3,3,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"albanian,rebel,tirana,soldier,clash,policemen,polic,border,policeman,b",357,Europe
1047,UCK,357,1997,3,2,1,0.67,0.33,-0.34,0.66,,0,0,0,0,0,1,0,"albanian,rebel,tirana,soldier,clash,policemen,polic,border,policeman,b",357,Europe
1048,UCK,357,1999,311,209,102,0.67,0.33,-0.34,-0.1,0.0,0,0,0,0,0,1,0,"albanian,rebel,tirana,soldier,clash,policemen,polic,border,policeman,b",357,Europe
1049,IMU,359,2005,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1050,IMU,359,2006,7,7,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1051,IMU,359,1999,10,10,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1052,IMU,359,2000,31,31,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1053,IMU,359,2009,7,7,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1054,IMU,359,2010,18,18,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1055,IMU,359,2011,5,5,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1056,IMU,359,2014,3,3,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1057,IMU,359,2013,3,3,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,milit,tajik,uzbek,asia,central,kyrgyz,tajikistan,islam,clash",359,Asia
1058,JIG,360,2009,2,1,1,0.5,0.5,0.0,0.0,,0,0,0,0,1,1,0,Both,360,Asia
1059,JIG,360,2004,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,Both,360,Asia
1060,UCK,361,2001,54,40,14,0.74,0.26,-0.48,0.52,,0,0,0,0,0,1,0,"mon,soldier,clash,attack,near,skopj,tetovo,three,policeman,civilian",361,Europe
1061,UCK,361,2000,1,1,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"mon,soldier,clash,attack,near,skopj,tetovo,three,policeman,civilian",361,Europe
1062,ABSU,362,1989,11,7,4,0.64,0.36,-0.28,0.0,,0,0,0,0,0,1,0,"dead,paralys,six,strike,india,leav,trail,tribal,separatist,violenc",362,Asia
1063,ABSU,362,1990,2,1,1,0.5,0.5,0.0,0.28,,0,0,0,0,1,1,0,,362,Asia
1064,NDFB,363,1994,5,0,5,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"blast,bomb,violenc,arrest,sentinel,toi,policemen,hindu,bodo,attack",363,Asia
1065,NDFB,363,1993,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"blast,bomb,violenc,arrest,sentinel,toi,policemen,hindu,bodo,attack",363,Asia
1066,NDFB,363,1995,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"blast,bomb,violenc,arrest,sentinel,toi,policemen,hindu,bodo,attack",363,Asia
1067,NDFB,363,1999,8,8,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,2,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1068,NDFB,363,1996,6,0,6,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"blast,bomb,violenc,arrest,sentinel,toi,policemen,hindu,bodo,attack",363,Asia
1069,NDFB,363,2002,17,17,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1070,NDFB,363,2008,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,4,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1071,NDFB,363,2003,5,5,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,2,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1072,NDFB,363,2000,15,0,15,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"blast,bomb,violenc,arrest,sentinel,toi,policemen,hindu,bodo,attack",363,Asia
1073,NDFB,363,1992,4,0,4,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"blast,bomb,violenc,arrest,sentinel,toi,policemen,hindu,bodo,attack",363,Asia
1074,NDFB,363,2007,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,10,,363,Asia
1075,NDFB,363,1998,7,7,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1076,NDFB,363,2006,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,3,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1077,NDFB,363,2011,5,5,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,6,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1078,NDFB,363,2009,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,5,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1079,NDFB,363,2005,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,9,,363,Asia
1080,NDFB,363,2018,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,7,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1081,NDFB,363,2004,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,8,,363,Asia
1082,NDFB,363,1997,8,8,0,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1083,NDFB,363,2001,21,21,0,1.0,0.0,-1.0,-2.0,0.0,1,1,1,1,0,0,0,"trust,troop,state,india,nine,five,rebel,bhutan,two,separatist",363,Asia
1084,UWSA,364,2003,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,,364,Asia
1085,UWSA,364,2004,1,1,0,1.0,0.0,-1.0,-2.0,,1,1,1,1,0,0,0,"burma,wa,burmes,cease-fir,clash,democrat,dvb,group,troop,armi",364,Asia
1086,UWSA,364,2015,1,1,0,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"burma,wa,burmes,cease-fir,clash,democrat,dvb,group,troop,armi",364,Asia
1087,UWSA,364,2011,1,0,1,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,1,"r,herald,shan,s.h.a.n,armi,death,injuri,meet,shoot,start",364,Asia
1088,UWSA,364,2009,1,0,1,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"r,herald,shan,s.h.a.n,armi,death,injuri,meet,shoot,start",364,Asia
1089,UWSA,364,1997,4,0,4,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"r,herald,shan,s.h.a.n,armi,death,injuri,meet,shoot,start",364,Asia
1090,UWSA,364,2007,1,1,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"burma,wa,burmes,cease-fir,clash,democrat,dvb,group,troop,armi",364,Asia
1091,Patani insurgents,365,2006,45,0,45,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"two,polic,soldier,blast,milit,injur,one,muslim,offic,rebel",365,Asia
1092,Patani insurgents,365,2007,68,0,68,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"two,polic,soldier,blast,milit,injur,one,muslim,offic,rebel",365,Asia
1093,Patani insurgents,365,2020,33,33,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,12,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1094,Patani insurgents,365,2004,22,0,22,0.0,1.0,1.0,0.88,,0,0,0,0,0,0,0,"two,polic,soldier,blast,milit,injur,one,muslim,offic,rebel",365,Asia
1095,Patani insurgents,365,2005,44,0,44,0.0,1.0,1.0,0.0,0.88,0,0,0,0,0,0,0,"two,polic,soldier,blast,milit,injur,one,muslim,offic,rebel",365,Asia
1096,Patani insurgents,365,2018,24,24,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,10,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1097,Patani insurgents,365,2015,34,34,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,7,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1098,Patani insurgents,365,2008,92,91,1,0.99,0.01,-0.98,-1.98,-1.98,1,1,0,1,0,0,0,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1099,Patani insurgents,365,2009,78,78,0,1.0,0.0,-1.0,-0.02,-2.0,0,0,0,1,0,0,1,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1100,Patani insurgents,365,2019,24,24,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,11,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1101,Patani insurgents,365,2010,58,58,0,1.0,0.0,-1.0,0.0,-0.02,0,0,0,0,0,0,2,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1102,Patani insurgents,365,2003,16,7,9,0.44,0.56,0.12,0.0,,0,0,0,0,1,1,0,"two,polic,soldier,blast,milit,injur,one,muslim,offic,rebel",365,Asia
1103,Patani insurgents,365,2012,78,78,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,4,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1104,Patani insurgents,365,2013,96,96,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,5,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1105,Patani insurgents,365,2017,23,23,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,9,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1106,Patani insurgents,365,2011,93,93,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,3,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1107,Patani insurgents,365,2016,34,34,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,8,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1108,Patani insurgents,365,2014,40,40,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,6,"kill,thai,bomb,shot,suspect,ranger,wound,deep,villag,secur",365,Asia
1109,Hezbollah,366,2003,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,3,,366,Multiple
1110,Hezbollah,366,1991,11,11,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1111,Hezbollah,366,1998,33,33,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1112,Hezbollah,366,2008,1,0,1,0.0,1.0,1.0,0.0800000000000001,0.0,0,0,0,0,0,0,4,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1113,Hezbollah,366,1990,12,12,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1114,Hezbollah,366,2005,1,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,2,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1115,Hezbollah,366,2002,1,0,1,0.0,1.0,1.0,0.0,1.58,0,0,0,1,0,0,1,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1116,Hezbollah,366,2019,2,0,2,0.0,1.0,1.0,0.0,2.0,0,0,0,1,0,0,1,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1117,Hezbollah,366,1999,24,24,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1118,Hezbollah,366,1996,38,38,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1119,Hezbollah,366,1989,7,7,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1120,Hezbollah,366,2001,2,0,2,0.0,1.0,1.0,1.58,2.0,1,1,0,1,0,0,0,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1121,Hezbollah,366,2017,1,0,1,0.0,1.0,1.0,2.0,0.0,1,1,1,1,0,0,0,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1122,Hezbollah,366,2000,14,11,3,0.79,0.21,-0.58,0.42,0.42,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1123,Hezbollah,366,1992,33,33,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1124,Hezbollah,366,2016,1,1,0,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1125,Hezbollah,366,1993,52,52,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1126,Hezbollah,366,2020,1,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,2,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1127,Hezbollah,366,1997,45,45,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1128,Hezbollah,366,1994,32,32,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1129,Hezbollah,366,2006,142,6,136,0.04,0.96,0.92,-0.0800000000000001,-0.0800000000000001,0,0,0,0,0,0,3,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1130,Hezbollah,366,2014,2,0,2,0.0,1.0,1.0,0.0,0.0800000000000001,0,0,0,0,0,0,5,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1131,Hezbollah,366,1995,40,40,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"lebanon,guerrilla,two,wound,troop,shell,blast,pound,hit,helicopt",366,Multiple
1132,Hezbollah,366,2015,4,0,4,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,6,"middl,hezbollah,death,least,member,sohr,-isra,casualti,damascus,near",366,Multiple
1133,Forces of the Caucasus Emirate,367,2013,172,138,34,0.8,0.2,-0.6,0.14,0.38,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1134,Forces of the Caucasus Emirate,367,2008,188,187,1,0.99,0.01,-0.98,0.02,,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1135,Forces of the Caucasus Emirate,367,2014,71,62,9,0.87,0.13,-0.74,-0.14,0.0,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1136,Forces of the Caucasus Emirate,367,2012,215,186,29,0.87,0.13,-0.74,0.24,0.2,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1137,Forces of the Caucasus Emirate,367,2009,314,305,9,0.97,0.03,-0.94,0.04,0.06,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1138,Forces of the Caucasus Emirate,367,2016,4,1,3,0.25,0.75,0.5,0.84,1.24,0,0,0,1,0,1,0,"itar-tass,gunmen,world,gang,kabardino-balkaria,makhachkala,involv,warlord,destroy,includ",367,Multiple
1139,Forces of the Caucasus Emirate,367,2010,235,228,7,0.97,0.03,-0.94,0.0,0.04,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1140,Forces of the Caucasus Emirate,367,2015,12,8,4,0.67,0.33,-0.34,0.4,0.26,0,0,0,0,0,1,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1141,Forces of the Caucasus Emirate,367,2011,232,230,2,0.99,0.01,-0.98,-0.04,-0.04,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1142,Forces of the Caucasus Emirate,367,2018,1,1,0,1.0,0.0,-1.0,-1.0,-1.5,1,0,0,1,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1143,Forces of the Caucasus Emirate,367,2007,31,31,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"shot,incid,anoth,knot,troop,civilian,separ,statist,quarter,kavkazski",367,Multiple
1144,Forces of the Caucasus Emirate,367,2017,2,1,1,0.5,0.5,0.0,-0.5,0.34,0,0,0,0,1,1,0,,367,Multiple
1145,PULF,369,2009,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,indian,milit,four,india,state,troop,among,asia,assam",369,Asia
1146,PULF,369,2011,1,1,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"manipur,cdps,incid,auto,held,man,murder,theft,five,gunfight",369,Asia
1147,PULF,369,2005,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,2,,369,Asia
1148,PULF,369,2008,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"kill,indian,milit,four,india,state,troop,among,asia,assam",369,Asia
1149,PULF,369,2007,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"kill,indian,milit,four,india,state,troop,among,asia,assam",369,Asia
1150,PULF,369,2006,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,3,,369,Asia
1151,PULF,369,2000,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"kill,indian,milit,four,india,state,troop,among,asia,assam",369,Asia
1152,PULF,369,2010,3,3,0,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"manipur,cdps,incid,auto,held,man,murder,theft,five,gunfight",369,Asia
1153,Lashkar-e-Islam,399,2012,41,0,41,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"m,sa,islamabad,clash,sep,karachi,three,area,pakistan,tribal",399,Asia
1154,Lashkar-e-Islam,399,2014,24,24,0,1.0,0.0,-1.0,-1.46,-2.0,1,0,0,1,0,0,0,"india,trust,air,pak,airstrik,geo,seven,asia,lashkar-i-islam,strike",399,Asia
1155,Lashkar-e-Islam,399,2013,11,3,8,0.27,0.73,0.46,-0.54,-0.54,0,0,0,0,0,1,0,"m,sa,islamabad,clash,sep,karachi,three,area,pakistan,tribal",399,Asia
1156,Lashkar-e-Islam,399,2008,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"m,sa,islamabad,clash,sep,karachi,three,area,pakistan,tribal",399,Asia
1157,Lashkar-e-Islam,399,2009,19,0,19,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"m,sa,islamabad,clash,sep,karachi,three,area,pakistan,tribal",399,Asia
1158,Lashkar-e-Islam,399,2015,1,1,0,1.0,0.0,-1.0,0.0,-1.46,0,0,0,1,0,0,1,"india,trust,air,pak,airstrik,geo,seven,asia,lashkar-i-islam,strike",399,Asia
1159,Lashkar-e-Islam,399,2010,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,2,,399,Asia
1160,TPLF,410,2020,42,20,22,0.48,0.52,0.04,0.0,,0,0,0,0,1,1,0,"ethiopian,human,civilian,humera,watch,bissob,brief,commiss,dansha,massacr",410,Africa
1161,EPRDF,414,1991,10,0,10,0.0,1.0,1.0,1.58,1.84,1,1,0,1,0,0,0,"africa,watch,ionl,ash,fire,hammond,jenni,independ,armi,ethiopia",414,Africa
1162,EPRDF,414,1989,25,23,2,0.92,0.08,-0.84,0.0,,0,0,0,0,0,0,0,"iht,africa,watch,ionl,f,armi,ethiopia,defeat,demis,gebru",414,Africa
1163,EPRDF,414,1990,33,26,7,0.79,0.21,-0.58,0.26,,0,0,0,0,0,0,0,"iht,africa,watch,ionl,f,armi,ethiopia,defeat,demis,gebru",414,Africa
1164,EPLF,416,1989,4,4,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"kees,africa,watch,ionl,guardian,independ,london,dn,iht,loui",416,Africa
1165,EPLF,416,1991,5,5,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"kees,africa,watch,ionl,guardian,independ,london,dn,iht,loui",416,Africa
1166,EPLF,416,1990,27,27,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"kees,africa,watch,ionl,guardian,independ,london,dn,iht,loui",416,Africa
1167,AFDL,422,1996,14,13,1,0.93,0.07,-0.86,0.0,,0,0,0,0,0,0,0,"word,zair,rebel,british,africa,date,public,zairean,town,citi",422,Africa
1168,AFDL,422,1997,29,27,2,0.93,0.07,-0.86,0.0,,0,0,0,0,0,0,0,"word,zair,rebel,british,africa,date,public,zairean,town,citi",422,Africa
1169,MLC,423,2000,9,9,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"cn,congo,rebel,republ,word,democrat,c,p,kill,limit",423,Africa
1170,MLC,423,1998,8,8,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"cn,congo,rebel,republ,word,democrat,c,p,kill,limit",423,Africa
1171,MLC,423,1999,18,18,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"cn,congo,rebel,republ,word,democrat,c,p,kill,limit",423,Africa
1172,MLC,423,2001,5,5,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"cn,congo,rebel,republ,word,democrat,c,p,kill,limit",423,Africa
1173,RCD,424,2001,5,5,0,1.0,0.0,-1.0,-0.0800000000000001,-0.0800000000000001,0,0,0,0,0,0,0,"congo,rebel,word,c,kill,limit,drc,p,kabila,british",424,Africa
1174,RCD,424,2000,28,27,1,0.96,0.04,-0.92,0.0,-0.0599999999999998,0,0,0,0,0,0,0,"congo,rebel,word,c,kill,limit,drc,p,kabila,british",424,Africa
1175,RCD,424,1999,27,26,1,0.96,0.04,-0.92,-0.0599999999999998,,0,0,0,0,0,0,0,"congo,rebel,word,c,kill,limit,drc,p,kabila,british",424,Africa
