Unnamed: 0,ucdp_name,ucdp_dset_id,year,modeledarticles,countT1,countT2,propT1,propT2,propdiff,propdif.L1,propdif.L2,delta1,delta1.5,delta2,delta1_L2,gap25,gap50,counter,frexWords,side_b_dset_id,region
366,IS,234,2014,1431,475,956,0.33,0.67,0.34,0.88,1.34,0,0,0,1,0,1,4,"sohr,regim,countrysid,citi,deir,ezzor,vdc,shell,includ,r",234,Multiple
367,IS,234,2015,2476,796,1680,0.32,0.68,0.36,0.02,0.9,0,0,0,0,0,1,5,"sohr,regim,countrysid,citi,deir,ezzor,vdc,shell,includ,r",234,Multiple
368,IS,234,2010,247,246,1,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"milit,middl,iraqi,soldier,armi,fighter,haram,boko,bakhtar,afghan",234,Multiple
369,IS,234,2013,449,345,104,0.77,0.23,-0.54,0.46,0.46,0,0,0,0,0,0,3,"milit,middl,iraqi,soldier,armi,fighter,haram,boko,bakhtar,afghan",234,Multiple
370,IS,234,2016,2601,1195,1406,0.46,0.54,0.08,-0.28,-0.26,0,0,0,0,1,1,6,"sohr,regim,countrysid,citi,deir,ezzor,vdc,shell,includ,r",234,Multiple
371,RJF,235,2006,9,6,3,0.67,0.33,-0.34,-1.34,-1.34,1,0,0,1,0,1,0,"jun,baghdad,doha,dubai,la,mipt:org,armi,iraq,islam,statement",235,Middle East
372,RJF,235,2004,2,0,2,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"r,armi,iraq,islam,statement,urgent,war,la,dubai,mipt:org",235,Middle East
373,RJF,235,2005,9,0,9,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"r,armi,iraq,islam,statement,urgent,war,la,dubai,mipt:org",235,Middle East
374,RJF,235,2007,10,1,9,0.1,0.9,0.8,1.14,-0.2,1,0,0,1,0,0,0,"r,armi,iraq,islam,statement,urgent,war,la,dubai,mipt:org",235,Middle East
375,Forces of Michel Aoun,242,1990,1,1,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"beirut,lebanon,kill,ny,shell,christian,battl,syrian,lebanes,aoun",242,Middle East
376,Forces of Michel Aoun,242,1989,77,77,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"beirut,lebanon,kill,ny,shell,christian,battl,syrian,lebanes,aoun",242,Middle East
377,Lebanese Forces,243,1989,60,60,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"beirut,lebanon,ny,shell,christian,kill,battl,syrian,lebanes,arab",243,Middle East
378,RCSS,256,2005,2,2,0,1.0,0.0,-1.0,0.0,-0.92,0,0,0,0,0,0,2,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
379,RCSS,256,2001,12,0,12,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
380,RCSS,256,2009,4,4,0,1.0,0.0,-1.0,0.0,-0.34,0,0,0,0,0,0,6,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
381,RCSS,256,2010,6,6,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,7,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
382,RCSS,256,2002,13,7,6,0.54,0.46,-0.08,-1.08,-1.08,1,0,0,1,1,1,0,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
383,RCSS,256,2004,2,2,0,1.0,0.0,-1.0,-0.92,-2.0,0,0,0,1,0,0,1,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
384,RCSS,256,2013,9,5,4,0.56,0.44,-0.12,-0.12,0.88,0,0,0,0,1,1,1,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
385,RCSS,256,2015,10,9,1,0.9,0.1,-0.8,-0.68,-0.8,0,0,0,0,0,0,2,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
386,RCSS,256,2016,1,0,1,0.0,1.0,1.0,1.8,1.12,1,1,0,1,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
387,RCSS,256,2018,3,0,3,0.0,1.0,1.0,0.0,1.8,0,0,0,1,0,0,1,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
388,RCSS,256,2020,4,2,2,0.5,0.5,0.0,-1.0,-1.0,1,0,0,1,1,1,0,,256,Asia
389,RCSS,256,1998,2,0,2,0.0,1.0,1.0,0.4,0.0,0,0,0,0,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
390,RCSS,256,2006,3,3,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,3,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
391,RCSS,256,2007,6,5,1,0.83,0.17,-0.66,0.34,0.34,0,0,0,0,0,0,4,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
392,RCSS,256,2008,3,3,0,1.0,0.0,-1.0,-0.34,0.0,0,0,0,0,0,0,5,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
393,RCSS,256,1999,4,0,4,0.0,1.0,1.0,0.0,0.4,0,0,0,0,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
394,RCSS,256,2011,8,8,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,8,"herald,myanmar,irrawaddi,peac,attack,forc,militari,border,ceasefir,human",256,Asia
395,RCSS,256,2012,4,2,2,0.5,0.5,0.0,1.0,1.0,1,0,0,1,1,1,0,,256,Asia
396,RCSS,256,1997,5,1,4,0.2,0.8,0.6,-0.4,,0,0,0,0,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
397,RCSS,256,2000,4,0,4,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
398,RCSS,256,1996,9,0,9,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"bangkok,troop,r,asia-pacif,council,rule,mip,burmes,villag,aggreg",256,Asia
399,CPN-M,258,1996,32,32,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
400,CPN-M,258,2000,111,111,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
401,CPN-M,258,2006,100,100,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
402,CPN-M,258,2009,2,0,2,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"human,nepal,kathmandu,nepales,via,himalayan,rajdhani,samacharpatra,communist,incid",258,Asia
403,CPN-M,258,2001,115,115,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
404,CPN-M,258,1998,164,164,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
405,CPN-M,258,1999,134,134,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
406,CPN-M,258,1997,31,31,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
407,CPN-M,258,2003,459,459,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
408,CPN-M,258,2005,329,329,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
409,CPN-M,258,2002,1256,1256,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
410,CPN-M,258,2004,775,775,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"insec,r-,r,annapurna,audi,jun,smacharpatra,hbc,nepl,sagarmatha",258,Asia
411,PUK,261,1989,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"kurdistan,peopl,sulaymaniyah,jun,armi,assault,citi,compani,invis,iraqi",261,Middle East
412,PUK,261,1990,1,1,0,1.0,0.0,-1.0,-2.0,,1,1,1,1,0,0,0,"r,m,iraq,aftermath,endless,torment,upris,tehran,dj,rebelli",261,Middle East
413,PUK,261,1991,7,7,0,1.0,0.0,-1.0,0.0,-2.0,0,0,0,1,0,0,1,"r,m,iraq,aftermath,endless,torment,upris,tehran,dj,rebelli",261,Middle East
414,PUK,261,1995,6,0,6,0.0,1.0,1.0,2.0,2.0,1,1,1,1,0,0,0,"kurdistan,peopl,sulaymaniyah,jun,armi,assault,citi,compani,invis,iraqi",261,Middle East
415,PUK,261,1996,11,4,7,0.36,0.64,0.28,-0.72,1.28,0,0,0,1,0,1,1,"kurdistan,peopl,sulaymaniyah,jun,armi,assault,citi,compani,invis,iraqi",261,Middle East
416,PUK,261,1992,2,2,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,2,"r,m,iraq,aftermath,endless,torment,upris,tehran,dj,rebelli",261,Middle East
417,OPM,266,2020,11,5,6,0.45,0.55,0.1,-0.9,0.3,0,0,0,0,1,1,1,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
418,OPM,266,2000,1,1,0,1.0,0.0,-1.0,-2.0,-1.0,1,1,1,1,0,0,0,"dead,watch,shot,massacr,nduga,opm,papuan,secur,asia,claim",266,Asia
419,OPM,266,2001,1,0,1,0.0,1.0,1.0,2.0,0.0,1,1,1,1,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
420,OPM,266,2013,6,1,5,0.17,0.83,0.66,0.66,-0.34,0,0,0,0,0,0,1,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
421,OPM,266,1989,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
422,OPM,266,1991,1,0,1,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
423,OPM,266,2006,2,1,1,0.5,0.5,0.0,-1.0,1.0,1,0,0,1,1,1,0,,266,Asia
424,OPM,266,2019,9,0,9,0.0,1.0,1.0,1.2,2.0,1,0,0,1,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
425,OPM,266,1996,2,1,1,0.5,0.5,0.0,-1.0,-1.0,1,0,0,1,1,1,0,,266,Asia
426,OPM,266,1998,1,0,1,0.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
427,OPM,266,2017,2,2,0,1.0,0.0,-1.0,0.0,-1.66,0,0,0,1,0,0,1,"dead,watch,shot,massacr,nduga,opm,papuan,secur,asia,claim",266,Asia
428,OPM,266,2018,5,3,2,0.6,0.4,-0.2,0.8,0.8,0,0,0,0,1,1,2,"dead,watch,shot,massacr,nduga,opm,papuan,secur,asia,claim",266,Asia
429,OPM,266,1992,1,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
430,OPM,266,2014,4,4,0,1.0,0.0,-1.0,-1.66,-1.0,1,1,0,1,0,0,0,"dead,watch,shot,massacr,nduga,opm,papuan,secur,asia,claim",266,Asia
431,OPM,266,1995,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"indonesian,soldier,crisi,irian,jaya,link,die,clash,attack,separatist",266,Asia
432,KR,270,1994,51,39,12,0.76,0.24,-0.52,-0.5,0.48,0,0,0,0,0,0,0,"r,x,bangkok,akp,phnom,thai,kampuchea,penh,french,na",270,Asia
433,KR,270,1995,96,5,91,0.05,0.95,0.9,1.42,0.92,1,0,0,1,0,0,0,"union,nation,govern,provision,salvat,cambodia,cambodian,unit,apr,sep",270,Asia
434,KR,270,1996,83,5,78,0.06,0.94,0.88,-0.02,1.4,0,0,0,1,0,0,1,"union,nation,govern,provision,salvat,cambodia,cambodian,unit,apr,sep",270,Asia
435,KR,270,1989,25,25,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"r,x,bangkok,akp,phnom,thai,kampuchea,penh,french,na",270,Asia
436,KR,270,1990,20,20,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"r,x,bangkok,akp,phnom,thai,kampuchea,penh,french,na",270,Asia
437,KR,270,1997,18,2,16,0.11,0.89,0.78,-0.0999999999999999,-0.12,0,0,0,0,0,0,2,"union,nation,govern,provision,salvat,cambodia,cambodian,unit,apr,sep",270,Asia
438,KR,270,1991,10,10,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"r,x,bangkok,akp,phnom,thai,kampuchea,penh,french,na",270,Asia
439,KR,270,1993,41,21,20,0.51,0.49,-0.02,0.98,0.98,0,0,0,0,1,1,0,"r,x,bangkok,akp,phnom,thai,kampuchea,penh,french,na",270,Asia
440,KR,270,1998,20,1,19,0.05,0.95,0.9,0.12,0.02,0,0,0,0,0,0,3,"union,nation,govern,provision,salvat,cambodia,cambodian,unit,apr,sep",270,Asia
441,KR,270,1992,6,6,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"r,x,bangkok,akp,phnom,thai,kampuchea,penh,french,na",270,Asia
442,MNLF,275,1990,10,0,10,0.0,1.0,1.0,0.18,,0,0,0,0,0,0,0,"r,moslem,die,three,rebel,kill,philippin,bandit,filipino,guerrilla",275,Asia
443,MNLF,275,1993,8,0,8,0.0,1.0,1.0,0.0,0.18,0,0,0,0,0,0,0,"r,moslem,die,three,rebel,kill,philippin,bandit,filipino,guerrilla",275,Asia
444,MNLF,275,2009,2,1,1,0.5,0.5,0.0,-1.0,1.0,1,0,0,1,1,1,0,,275,Asia
445,MNLF,275,1994,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"r,moslem,die,three,rebel,kill,philippin,bandit,filipino,guerrilla",275,Asia
446,MNLF,275,1989,11,1,10,0.09,0.91,0.82,0.0,,0,0,0,0,0,0,0,"r,moslem,die,three,rebel,kill,philippin,bandit,filipino,guerrilla",275,Asia
447,MNLF,275,1996,1,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,"r,moslem,die,three,rebel,kill,philippin,bandit,filipino,guerrilla",275,Asia
448,MNLF,275,2001,4,0,4,0.0,1.0,1.0,2.0,0.0,1,1,1,1,0,0,0,"r,moslem,die,three,rebel,kill,philippin,bandit,filipino,guerrilla",275,Asia
449,MNLF,275,2000,1,1,0,1.0,0.0,-1.0,-2.0,-2.0,1,1,1,1,0,0,0,"battl,two,dead,gunmen,island,soldier,insurg,muslim,separatist,seiz",275,Asia
450,MILF,276,2008,81,65,16,0.8,0.2,-0.6,-1.6,-1.6,1,1,0,1,0,0,0,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
451,MILF,276,2009,46,44,2,0.96,0.04,-0.92,-0.32,-1.92,0,0,0,1,0,0,1,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
452,MILF,276,2010,3,3,0,1.0,0.0,-1.0,-0.0800000000000001,-0.4,0,0,0,0,0,0,2,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
453,MILF,276,2007,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,2,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
454,MILF,276,2013,2,2,0,1.0,0.0,-1.0,0.0,-0.18,0,0,0,0,0,0,5,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
455,MILF,276,2014,2,2,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,6,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
456,MILF,276,2015,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,7,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
457,MILF,276,2011,11,10,1,0.91,0.09,-0.82,0.18,0.0999999999999999,0,0,0,0,0,0,3,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
458,MILF,276,1990,4,0,4,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
459,MILF,276,1994,8,0,8,0.0,1.0,1.0,0.0,,0,0,0,0,0,0,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
460,MILF,276,1996,14,1,13,0.07,0.93,0.86,-0.14,-0.14,0,0,0,0,0,0,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
461,MILF,276,2000,76,66,10,0.87,0.13,-0.74,-1.24,-1.46,1,0,0,1,0,0,0,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
462,MILF,276,2016,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,8,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
463,MILF,276,1999,8,2,6,0.25,0.75,0.5,-0.22,-0.5,0,0,0,0,0,1,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
464,MILF,276,1998,7,1,6,0.14,0.86,0.72,-0.28,-0.14,0,0,0,0,0,0,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
465,MILF,276,2004,4,2,2,0.5,0.5,0.0,0.6,0.94,0,0,0,0,1,1,4,,276,Asia
466,MILF,276,2005,1,0,1,0.0,1.0,1.0,1.0,1.6,1,0,0,1,0,0,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
467,MILF,276,2006,2,0,2,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,1,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
468,MILF,276,2019,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,9,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
469,MILF,276,2020,1,1,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,10,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
470,MILF,276,1997,14,0,14,0.0,1.0,1.0,0.14,0.0,0,0,0,0,0,0,0,"r,fight,die,moslem,front,islam,liber,camp,flee,new",276,Asia
471,MILF,276,2012,1,1,0,1.0,0.0,-1.0,-0.18,0.0,0,0,0,0,0,0,4,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
472,MILF,276,2003,10,8,2,0.8,0.2,-0.6,0.34,0.0,0,0,0,0,0,0,3,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
473,MILF,276,2001,20,16,4,0.8,0.2,-0.6,0.14,-1.1,0,0,0,1,0,0,1,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
474,MILF,276,2002,30,29,1,0.97,0.03,-0.94,-0.34,-0.2,0,0,0,0,0,0,2,"kill,muslim,militari,dead,soldier,s,star,sep,nine,four",276,Asia
475,ASG,277,1996,6,6,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
476,ASG,277,1997,8,8,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
477,ASG,277,2000,33,29,4,0.88,0.12,-0.76,-0.26,0.24,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
478,ASG,277,2001,55,49,6,0.89,0.11,-0.78,-0.02,-0.28,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
479,ASG,277,1994,6,6,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
480,ASG,277,1995,6,6,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
481,ASG,277,2007,14,13,1,0.93,0.07,-0.86,-1.86,-1.06,1,1,0,1,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
482,ASG,277,2002,60,11,49,0.18,0.82,0.64,1.42,1.4,1,0,0,1,0,0,0,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
483,ASG,277,2009,28,12,16,0.43,0.57,0.14,-0.1,1.0,0,0,0,1,1,1,1,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
484,ASG,277,2010,23,9,14,0.39,0.61,0.22,0.08,-0.02,0,0,0,0,1,1,2,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
485,ASG,277,1999,4,3,1,0.75,0.25,-0.5,0.5,0.5,0,0,0,0,0,1,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
486,ASG,277,2008,13,5,8,0.38,0.62,0.24,1.1,-0.76,1,0,0,1,1,1,0,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
487,ASG,277,2013,11,1,10,0.09,0.91,0.82,-0.02,-0.0799999999999998,0,0,0,0,0,0,5,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
488,ASG,277,2015,44,4,40,0.09,0.91,0.82,0.16,0.0,0,0,0,0,0,0,7,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
489,ASG,277,2016,27,1,26,0.04,0.96,0.92,0.0999999999999999,0.26,0,0,0,0,0,0,8,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
490,ASG,277,2014,18,3,15,0.17,0.83,0.66,-0.16,-0.18,0,0,0,0,0,0,6,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
491,ASG,277,1993,2,2,0,1.0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
492,ASG,277,2005,5,2,3,0.4,0.6,0.2,-0.8,1.2,0,0,0,1,1,1,1,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
493,ASG,277,2006,3,0,3,0.0,1.0,1.0,0.8,0.0,0,0,0,0,0,0,2,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
494,ASG,277,2011,20,1,19,0.05,0.95,0.9,0.68,0.76,0,0,0,0,0,0,3,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
495,ASG,277,1998,10,10,0,1.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
496,ASG,277,2012,12,1,11,0.08,0.92,0.84,-0.0599999999999998,0.62,0,0,0,0,0,0,4,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
497,ASG,277,2019,14,8,6,0.57,0.43,-0.14,-1.14,-1.14,1,0,0,1,1,1,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
498,ASG,277,2020,33,3,30,0.09,0.91,0.82,0.96,-0.18,0,0,0,0,0,0,1,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
499,ASG,277,2003,2,2,0,1.0,0.0,-1.0,-1.64,-0.22,1,1,0,1,0,0,0,"rebel,r,muslim,extremist,rescu,indonesian,moslem,blast,jolo,seven",277,Asia
500,ASG,277,2004,3,0,3,0.0,1.0,1.0,2.0,0.36,1,1,1,1,0,0,0,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
501,ASG,277,2017,26,0,26,0.0,1.0,1.0,0.0800000000000001,0.18,0,0,0,0,0,0,9,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
502,ASG,277,2018,17,0,17,0.0,1.0,1.0,0.0,0.0800000000000001,0,0,0,0,0,0,10,"sayyaf,abu,sulu,wound,s,asg,bandit,member,asia,pacif",277,Asia
503,MNLF - NM,278,2013,27,6,21,0.22,0.78,0.56,1.56,1.56,1,1,0,1,0,0,0,"armi,attack,rebel,clear,take,philippin,r,camp,mnlf,oper",278,Asia
504,MNLF - NM,278,2002,3,3,0,1.0,0.0,-1.0,-1.1,,1,0,0,1,0,0,0,"crisi,dead,filipino,follow,governor,renegad,humanitarian,wound,clash,-week",278,Asia
505,MNLF - NM,278,2005,2,2,0,1.0,0.0,-1.0,0.0,-1.1,0,0,0,1,0,0,1,"crisi,dead,filipino,follow,governor,renegad,humanitarian,wound,clash,-week",278,Asia
506,MNLF - NM,278,2001,11,5,6,0.45,0.55,0.1,0.0,,0,0,0,0,1,1,0,"armi,attack,rebel,clear,take,philippin,r,camp,mnlf,oper",278,Asia
507,JVP,281,1989,107,62,45,0.58,0.42,-0.16,0.0,,0,0,0,0,1,1,0,"soldier,two,tamil,attack,burn,three,leftist,polic,least,clash",281,Asia
508,JVP,281,1990,11,3,8,0.27,0.73,0.46,0.62,,0,0,0,0,0,1,0,"violenc,peopl,troop,secur,forc,leav,polit,armi,camp,die",281,Asia
509,PIRA,282,1991,20,5,15,0.25,0.75,0.5,0.0,0.46,0,0,0,0,0,1,0,"soldier,two,polic,belfast,die,suspect,blast,guerrilla,irish,kill",282,Europe
510,PIRA,282,1989,23,11,12,0.48,0.52,0.04,0.0,,0,0,0,0,1,1,0,"soldier,two,polic,belfast,die,suspect,blast,guerrilla,irish,kill",282,Europe
511,PIRA,282,1990,28,7,21,0.25,0.75,0.5,0.46,,0,0,0,0,0,1,0,"soldier,two,polic,belfast,die,suspect,blast,guerrilla,irish,kill",282,Europe
512,PIRA,282,1992,14,3,11,0.21,0.79,0.58,0.0800000000000001,0.0800000000000001,0,0,0,0,0,0,0,"soldier,two,polic,belfast,die,suspect,blast,guerrilla,irish,kill",282,Europe
513,PIRA,282,1993,14,7,7,0.5,0.5,0.0,-0.58,-0.5,0,0,0,0,1,1,0,,282,Europe
514,PIRA,282,1994,6,0,6,0.0,1.0,1.0,1.0,0.42,1,0,0,1,0,0,0,"soldier,two,polic,belfast,die,suspect,blast,guerrilla,irish,kill",282,Europe
515,PIRA,282,1997,2,0,2,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,2,"soldier,two,polic,belfast,die,suspect,blast,guerrilla,irish,kill",282,Europe
